;pmut1.25;pmut1.5;pmut1.75;pmut2.0;pmut2.25;pmut2.5;pmut2.75;pmut3.0;pmut3.25
444;120872;2146;14514;17403;37350;10950;9651;4384;21698
445;245370;60222;96148;69893;58392;1605;90211;36096;38070
446;63478;127839;61241;8566;100798;333057;21479;150174;166639
447;105070;338579;1104274;655659;383214;104478;114665;376109;883195
448;266622;37811;23709;30378;111573;323230;50600;88610;138352
449;257140;239971;65352;33933;15004;82278;430509;10456;57400
450;495073;260448;4076;103250;244275;611828;19717;28079;101522
451;34240;9780;54572;14337;128006;29199;160497;2310;157828
452;794841;63136;44894;4227;127182;97075;513842;50085;275265
453;25337;24397;28973;96298;42981;25970;2219;57561;20938
454;44773;69571;14633;97941;160419;37567;17266;205081;23480
455;90161;444553;146887;35669;57766;204221;35004;495702;22022
456;237154;41281;18365;8820;17747;10763;63068;77313;991
457;204425;290846;277648;165869;118782;15182;281375;596686;2691
458;15769;183489;17487;574935;361853;431972;3341;37904;10787
459;30640;12862;75288;134038;30664;34345;5568;24534;823264
460;13324;124066;30965;52662;4910;12264;143387;75485;6876
461;358656;110806;36562;47547;2693;175556;239102;14156;152466
462;37772;170109;3995;92851;437382;7352;29450;285581;397398
463;128515;607117;7708;198603;38730;415;411185;71636;726644
464;59107;27106;61462;521372;9905;70222;22773;8258;23344
465;8418;120288;103167;48889;19327;45495;16229;13360;2505
