;RLS-R2;EA2;pmut3.25
8828;2308;8115;1141
8829;302;446;2343
8830;4467;315;5416
8831;744;5848;173
8832;7948;2063;1227
8833;307;1073;3394
8834;1449;359;1045
8835;4660;1336;699
8836;461;3454;747
8837;1899;192;2035
8838;347;641;960
8839;1917;1467;1346
8840;916;3387;2562
8841;374;3524;2735
8842;716;726;464
8843;243;8079;1401
8844;345;206;1560
8845;5135;13610;181
8846;2092;3529;4108
8847;2318;1644;2930
8848;330;6069;490
8849;251;1339;2716
8850;7966;2398;1953
8851;1619;115;1435
8852;418;1102;2006
8853;115;4238;3004
8854;2073;331;341
8855;3771;6935;3825
8856;225;483;203
8857;300;2162;1089
8858;920;1762;309
8859;1508;1706;373
8860;2480;541;2672
8861;805;1494;1413
8862;861;299;1776
8863;723;3841;2061
8864;3437;11570;12207
8865;2565;823;485
8866;1209;4412;1506
8867;495;1655;7441
8868;641;492;3453
8869;1236;4966;7471
8870;3520;2547;1412
8871;290;2696;5657
8872;3001;922;3310
8873;1388;1789;1651
8874;7763;1937;497
8875;661;1017;3535
8876;593;2410;16357
8877;1768;341;1461
8878;1230;1966;2548
8879;3217;5141;1023
8880;222;678;283
8881;998;4718;387
8882;6142;788;238
8883;211;131;761
8884;604;4373;32285
8885;851;4878;520
8886;549;4847;225
8887;7948;1800;2923
8888;1088;2228;829
8889;2211;5659;6946
8890;3290;8274;1504
8891;329;5986;6700
8892;684;1942;1307
8893;2579;2039;266
8894;4289;5203;854
8895;2655;968;684
8896;1971;3671;6119
8897;1146;1413;1952
8898;1260;739;1118
8899;4207;1279;1855
8900;299;922;1255
8901;820;784;593
8902;762;624;997
8903;1233;3925;609
8904;290;10056;1654
8905;565;266;521
8906;2604;2337;337
8907;3568;1339;153
8908;1254;80;2927
8909;2476;11705;2303
8910;243;4304;3221
8911;811;2714;1951
8912;1499;2304;621
8913;2985;4716;2136
8914;7642;881;564
8915;2009;47;411
8916;292;3711;3941
8917;4075;6864;1916
8918;369;196;6857
8919;682;1128;5073
8920;1099;15793;1141
8921;521;997;721
8922;1404;7647;273
8923;173;4822;1909
8924;632;3065;2347
8925;1539;3871;968
8926;4073;3442;1217
8927;3442;4587;1460
8928;686;820;5989
8929;2004;2357;5479
8930;324;2910;232
8931;16414;8657;52
8932;1090;423;1712
8933;1043;6865;5636
8934;650;577;594
8935;734;562;357
8936;742;2108;734
8937;1909;1123;979
8938;622;4864;571
8939;4218;892;5983
8940;1262;770;8981
8941;981;1878;5392
8942;2593;3255;1960
8943;1174;3316;1910
8944;406;1253;5597
8945;775;1877;3676
8946;509;3789;425
8947;1692;573;2857
8948;66;4039;2316
8949;170;10015;799
8950;3474;138;567
8951;536;950;360
8952;333;1211;2116
8953;41;533;208
8954;2865;1586;3496
8955;675;5438;1455
8956;3359;2671;1817
8957;2268;1187;592
8958;2258;1448;7004
8959;16255;5397;2794
8960;4399;416;476
8961;787;3956;1333
8962;1199;577;1043
8963;4292;535;1916
8964;1268;1171;515
8965;4765;10401;2510
8966;4575;3367;281
8967;315;96;1036
8968;305;25152;4460
8969;5023;5276;2277
8970;659;2053;120
8971;2568;2711;743
8972;2088;2420;1388
8973;255;4763;3465
8974;314;978;405
8975;2975;9755;1660
8976;2054;4075;503
8977;644;118;1982
8978;2113;15461;4945
8979;2503;5255;1482
8980;678;1887;290
8981;1839;520;1368
8982;2121;2598;502
8983;571;5158;463
8984;2433;3576;2539
8985;858;1675;323
8986;1279;523;4640
8987;1617;458;3115
8988;477;6439;172
8989;2451;1449;1012
8990;11405;1028;712
8991;51;1386;629
8992;307;2663;693
8993;2039;785;3482
8994;1088;407;3142
8995;3066;6740;164
8996;181;4055;3583
8997;10033;4096;1011
8998;1565;3033;1308
8999;1076;5308;684
9000;378;3562;3823
9001;1355;4789;1950
9002;2716;231;1636
9003;1203;1576;724
9004;3188;6801;1164
9005;1685;68;3397
9006;1982;7255;1474
9007;14549;2522;3827
9008;257;474;228
9009;3737;1900;1513
9010;1069;1040;773
9011;911;3301;2998
9012;1411;448;178
9013;165;2120;896
9014;2728;3556;1408
9015;1519;999;351
9016;3123;174;2641
9017;1796;395;620
9018;1721;956;1808
9019;9297;8071;1999
9020;7267;6118;3883
9021;4126;3338;1596
9022;3204;3029;2127
9023;4043;2100;790
9024;4071;9512;6442
9025;1536;2315;3162
9026;6380;2571;2364
9027;2433;94;109
9028;2796;870;910
9029;590;824;733
9030;1508;651;121
9031;3310;2344;1924
9032;6625;1789;883
9033;868;9156;13436
9034;244;1678;949
9035;3629;306;1486
9036;2778;6705;8388
9037;4785;200;2911
9038;745;624;466
9039;2708;6507;1953
9040;2075;1330;518
9041;3342;1615;2875
9042;1148;1735;3593
9043;2370;1096;3691
9044;400;957;368
9045;4227;2089;222
9046;176;185;364
9047;4285;1092;13069
9048;3177;21602;8066
9049;903;4770;507
9050;677;1573;2346
9051;244;2465;301
9052;1638;21584;1680
9053;1524;14335;10025
9054;2083;10985;110
9055;1802;714;5016
9056;7351;1147;1418
9057;598;2108;590
9058;5522;834;1331
9059;277;1599;79
9060;1663;218;1423
9061;1154;2211;1545
9062;193;14624;11001
9063;2384;902;3980
9064;1466;738;1027
9065;545;1485;495
9066;876;1588;6255
9067;1222;220;1706
9068;2325;506;265
9069;5798;1083;105
9070;1081;1095;865
9071;5258;2647;2045
9072;364;1392;439
9073;923;1194;2969
9074;701;2731;2523
9075;1076;11826;6922
9076;1561;698;3739
9077;773;190;583
9078;175;2485;375
9079;1864;1461;1466
9080;3204;3619;321
9081;3956;2709;1232
9082;160;2972;559
9083;3460;13735;494
9084;160;1117;2204
9085;1069;8889;983
9086;584;211;4016
9087;209;1180;793
9088;435;306;1806
9089;4530;467;1675
9090;980;3416;2857
9091;802;949;359
9092;2632;1049;7444
9093;1037;1207;1490
9094;150;1539;102
9095;1020;2965;1264
9096;3298;9196;3210
9097;6728;2495;343
9098;4020;532;1268
9099;2599;3216;1080
9100;1213;2791;1133
9101;15075;2653;563
9102;2280;1138;3493
9103;573;406;1067
9104;13087;4446;4393
9105;1722;555;410
9106;2139;3342;3174
9107;860;1550;2810
9108;635;1479;656
9109;1342;841;482
9110;3966;2526;1598
9111;2643;14480;165
9112;3154;8027;415
9113;1704;697;2597
9114;386;506;1633
9115;2481;875;3914
9116;2543;340;6455
9117;2292;195;1997
9118;741;1437;3203
9119;1201;4231;5162
9120;1159;2881;589
9121;1287;7358;6037
9122;854;4033;2305
9123;173;2111;4623
9124;1328;1408;221
9125;1293;753;2117
9126;513;1971;1282
9127;707;12799;1721
9128;615;6039;3089
9129;1945;466;534
9130;798;305;6079
9131;1632;14524;297
9132;1222;2030;330
9133;160;827;845
9134;1067;581;718
9135;1944;456;592
9136;1552;1069;296
9137;4426;1570;2889
9138;953;10730;1744
9139;1398;269;341
9140;154;3478;88
9141;1062;1781;2410
9142;237;5447;244
9143;7569;3405;1417
9144;2821;2842;4544
9145;440;983;131
9146;632;836;297
9147;1895;8443;689
9148;942;5393;1019
9149;826;3660;2539
9150;295;213;2764
9151;7428;4431;1328
9152;3770;6896;11458
9153;1170;3452;1347
9154;2707;4559;4808
9155;1189;941;1156
9156;3387;7693;1862
9157;1025;2641;1011
9158;1095;983;3869
9159;682;63;1615
9160;3729;6070;625
9161;8465;2443;1236
9162;3491;6896;137
9163;418;8992;2818
9164;181;6436;196
9165;3005;923;1467
9166;1223;1540;1451
9167;223;1309;472
9168;4253;7756;1216
9169;558;4928;4851
9170;961;1645;12262
9171;987;25968;619
9172;1740;1354;2021
9173;834;1829;1195
9174;566;517;451
9175;4078;713;4580
9176;1035;472;1009
9177;710;3371;2280
9178;1164;605;1964
9179;329;554;1901
9180;532;1615;311
9181;652;1428;799
9182;1182;3354;2050
9183;1610;780;4109
9184;2157;5371;4229
9185;339;142;415
9186;3505;1684;1776
9187;3167;1352;4305
9188;2413;2188;2276
9189;1282;3767;1425
9190;1123;4069;2009
9191;80;1123;451
9192;1285;301;1481
9193;567;4825;319
9194;13904;2028;1558
9195;650;367;427
9196;708;3978;1855
9197;769;9938;3373
9198;989;6680;1341
9199;395;2493;1539
9200;1356;9638;2448
9201;846;1616;6050
9202;2281;1620;459
9203;2389;574;356
9204;756;2790;1806
9205;2959;2752;729
9206;2270;7211;9164
9207;954;4763;2645
9208;2478;8213;3373
9209;1128;2830;1563
9210;3554;768;2493
9211;4003;3678;25895
9212;2134;1521;857
9213;586;2779;2146
9214;603;498;2458
9215;2183;24226;2201
9216;4813;4313;978
9217;15037;1244;2073
9218;412;1859;809
9219;619;3006;327
9220;2998;1482;439
9221;1668;420;371
9222;576;1435;1271
9223;1540;4547;258
9224;482;2854;802
9225;530;972;616
9226;1385;9973;4125
9227;810;464;2484
9228;521;1316;855
9229;1586;1338;326
9230;557;4131;1410
9231;1796;527;665
9232;3239;3167;7068
9233;1836;589;838
9234;2765;681;594
9235;629;3175;902
9236;2789;145;1892
9237;281;8274;110
9238;1265;5405;7050
9239;249;1440;4745
9240;1233;6469;622
9241;4492;738;375
9242;2371;2858;367
9243;3661;8659;3532
9244;2354;8387;3131
9245;2291;3821;1411
9246;2087;1071;503
9247;282;1218;473
9248;830;1182;3079
9249;3524;2573;793
9250;5432;1719;3634
9251;837;3186;735
9252;886;155;2521
9253;2509;609;18
9254;1210;2844;5338
9255;209;854;11690
9256;1538;533;4330
9257;1262;892;658
9258;4044;1020;286
9259;1894;1814;1976
9260;2387;365;567
9261;2619;2222;896
9262;770;3139;1806
9263;1967;3251;2728
9264;3266;13485;1000
9265;802;1447;1931
9266;222;448;11212
9267;1265;1697;1078
9268;5282;4520;10067
9269;2843;1942;8790
9270;312;1691;1561
9271;4402;8681;2050
9272;2122;994;1203
9273;1162;837;2975
9274;1497;856;2649
9275;746;1978;653
9276;1622;344;1514
9277;1285;12960;1041
9278;4095;6287;2686
9279;3315;733;567
9280;5965;2253;827
9281;1364;3042;1487
9282;1263;139;4938
9283;2222;1294;1518
9284;2636;5243;760
9285;58;549;3473
9286;405;613;3765
9287;67;1268;225
9288;1641;381;3403
9289;369;177;2979
9290;1246;801;1019
9291;1805;3110;143
9292;108;1153;549
9293;90;1320;507
9294;2177;1219;1194
9295;126;1842;1584
9296;592;2073;222
9297;1277;2024;5898
9298;458;641;1487
9299;5537;1066;3706
9300;364;1267;304
9301;3483;5572;1395
9302;1558;2091;656
9303;5044;3598;496
9304;2992;3569;2269
9305;558;2083;1138
9306;12432;4404;215
9307;267;4621;2516
9308;3094;552;588
9309;3133;886;1002
9310;553;1908;447
9311;1763;4446;968
9312;2641;3129;468
9313;6881;1095;590
9314;3699;635;1473
9315;400;3113;3168
9316;9152;1026;701
9317;503;3684;1929
9318;325;3104;770
9319;5731;8844;3743
9320;4460;789;1464
9321;690;2891;279
9322;125;3502;2192
9323;460;301;563
9324;4157;3185;5058
9325;1302;14116;630
9326;594;1283;823
9327;1584;2314;751
9328;2205;3668;1612
9329;2311;1848;1971
9330;3686;2215;163
9331;1096;4209;1392
9332;306;696;597
9333;502;1724;14212
9334;2403;830;1297
9335;2598;5702;231
9336;628;2072;4782
9337;830;3542;825
9338;6822;2709;2337
9339;377;2218;348
9340;5183;1607;275
9341;773;3083;633
9342;2809;491;1068
9343;4516;2877;875
9344;967;98;343
9345;8204;1171;1569
9346;957;1791;549
9347;1319;2713;47
9348;1200;2736;287
9349;706;537;2942
9350;2891;933;1317
9351;258;2873;424
9352;35;2306;1312
9353;6983;2385;528
9354;906;8092;218
9355;791;695;2165
9356;1382;1631;1176
9357;297;7029;6197
9358;357;322;927
9359;2554;4421;9183
9360;1387;9900;4162
9361;5705;2221;609
9362;5493;25066;1067
9363;2529;4446;3640
9364;2251;1426;2539
9365;9144;2466;1227
9366;890;8296;4570
9367;1520;2089;2404
9368;890;435;1923
9369;6167;179;3034
9370;2226;369;589
9371;5146;898;2326
9372;725;1404;1401
9373;1197;5545;312
9374;2178;16671;1359
9375;477;460;828
9376;1149;762;426
9377;2163;1025;3034
9378;880;659;711
9379;615;2092;757
9380;530;464;2074
9381;506;1956;686
9382;925;591;705
9383;1008;1635;38
9384;941;9229;144
9385;686;834;2610
9386;1243;313;124
9387;1768;6434;590
9388;396;4049;864
9389;1337;7287;236
9390;3795;755;2206
9391;1014;519;481
9392;260;959;1379
9393;6625;3083;3320
9394;2390;9145;290
9395;3021;1061;5169
9396;241;3733;1587
9397;8539;9499;703
9398;6966;362;1447
9399;805;350;6991
9400;413;5551;1156
9401;540;4987;6936
9402;170;1970;4134
9403;723;2990;509
9404;1696;3454;6652
9405;1070;3004;539
9406;334;4591;2459
9407;1642;1542;578
9408;1639;2146;41
9409;338;692;1282
9410;615;743;940
9411;1188;1064;10049
9412;2115;519;1885
9413;2720;1499;3935
9414;2653;1991;554
9415;2078;1263;1273
9416;1627;8528;3063
9417;600;5841;1397
9418;2071;2473;911
9419;148;220;393
9420;442;1059;1145
9421;949;5988;1730
9422;5658;1425;1560
9423;1283;2696;4296
9424;3241;5506;3106
9425;1792;2492;747
9426;2553;9043;3200
9427;9758;999;4306
9428;5648;1311;2233
9429;517;2438;718
9430;591;202;304
9431;1437;1436;3417
9432;4958;3113;3005
9433;2302;5163;101
9434;1461;627;94
9435;2826;13367;881
9436;497;92;1376
9437;2758;947;422
9438;447;8555;1717
9439;154;2354;633
9440;1063;4591;87
9441;2288;185;441
9442;226;5575;3142
9443;3733;2718;2949
9444;1465;205;1132
9445;3844;2073;145
9446;1377;5398;342
9447;7454;9964;12857
9448;2318;1597;1463
9449;10530;751;1033
9450;2670;1735;1400
9451;322;8030;1811
9452;964;1370;2997
9453;1028;1179;2529
9454;173;381;186
9455;2236;656;1355
9456;1554;891;686
9457;1110;2811;3179
9458;1618;2335;348
9459;877;445;404
9460;1206;2595;1351
9461;1306;1391;1370
9462;3019;6542;938
9463;3270;1811;225
9464;2007;1124;2147
9465;2004;1775;1058
9466;2382;3743;2480
9467;5877;328;580
9468;2390;1909;5970
9469;672;391;1868
9470;655;1718;949
9471;1607;1420;3892
9472;1076;573;2580
9473;4341;1800;705
9474;1276;564;1127
9475;3619;3805;2762
9476;2088;718;4527
9477;795;340;1206
9478;3745;983;2619
9479;562;2207;194
9480;891;1478;2347
9481;1327;7884;2459
9482;1392;1089;6855
9483;434;4014;397
9484;2647;2894;3708
9485;1649;1469;631
9486;283;2784;539
9487;1013;980;32
9488;2610;813;1396
9489;3069;1090;2168
9490;815;1835;1712
9491;6948;20153;3740
9492;467;1305;2163
9493;726;3379;5232
9494;86;16020;1878
9495;2728;5712;2702
9496;605;85;2054
9497;664;2185;1731
9498;415;8935;840
9499;1803;545;197
9500;1819;747;1204
9501;92;5890;1312
9502;498;8184;639
9503;2928;2018;437
9504;1249;8920;309
9505;1291;1492;1263
9506;2709;1004;2125
9507;7306;389;2441
9508;3893;2330;850
9509;673;4821;2349
9510;3052;1113;302
9511;380;283;791
9512;291;835;2979
9513;2322;15169;11518
9514;515;354;541
9515;4806;5520;1450
9516;2301;2491;2584
9517;2429;177;1206
9518;256;768;230
9519;4413;3044;9833
9520;993;463;3103
9521;624;494;488
9522;3178;729;2798
9523;885;2613;2210
9524;1074;1797;2083
9525;2631;3016;4437
9526;2702;226;3380
9527;3421;5744;968
9528;4715;5697;226
9529;3890;553;626
9530;947;1350;3150
9531;457;6892;3933
9532;2281;4948;7348
9533;2323;1216;694
9534;1982;1580;375
9535;934;1649;731
9536;1088;304;2108
9537;201;644;1778
9538;9035;2581;8304
9539;354;1026;1966
9540;1799;223;398
9541;6629;2010;920
9542;1167;3970;196
9543;3766;4616;441
9544;6859;1995;1000
9545;6496;530;3271
9546;421;786;628
9547;1737;674;2327
9548;1712;2601;676
9549;770;468;247
9550;209;13274;5834
9551;1454;322;1094
9552;1221;2785;522
9553;1820;5326;5027
9554;1964;5621;3969
9555;1816;2721;4359
9556;813;567;3078
9557;204;4030;2979
9558;2522;2520;314
9559;295;734;507
9560;2185;156;731
9561;3879;2403;5694
9562;451;3818;1506
9563;2492;4018;2984
9564;331;195;460
9565;2848;3061;45
9566;412;1962;734
9567;92;38;6059
9568;1587;1472;1950
9569;1559;2397;630
9570;1789;568;781
9571;2033;174;1305
9572;13214;757;673
9573;131;1009;908
9574;803;4827;2953
9575;373;2831;669
9576;2624;1748;3442
9577;379;4380;641
9578;110;13731;1383
9579;2267;2280;759
9580;931;636;356
9581;511;122;2078
9582;888;1440;11187
9583;491;1770;7840
9584;3891;10105;1374
9585;1111;1343;3697
9586;955;1962;4184
9587;385;1243;601
9588;3499;102;2082
9589;5955;473;1467
9590;1013;3027;301
9591;1443;10773;1810
9592;1146;758;7120
9593;2104;1378;879
9594;390;66;2028
9595;3471;2449;987
9596;1463;4179;1600
9597;461;4966;1405
9598;1166;5210;2827
9599;943;730;81
9600;379;6047;4059
9601;185;11857;2432
9602;155;297;2146
9603;167;477;2575
9604;2284;8700;2862
9605;386;2870;841
9606;73;1678;2698
9607;247;221;3386
9608;5831;537;1469
9609;1934;1577;2049
9610;884;4030;5548
9611;1237;283;1243
9612;4695;9002;7701
9613;1712;1897;1770
9614;2839;137;2699
9615;556;1358;2022
9616;1681;405;353
9617;44023;14510;2476
9618;1588;5561;206
9619;3419;2421;2659
9620;5434;1252;2125
9621;668;2131;654
9622;3797;3314;280
9623;2000;3138;4110
9624;2251;2104;734
9625;2700;5096;1489
9626;3910;1382;6331
9627;238;983;3874
9628;1695;12774;2981
9629;3705;3072;1218
9630;386;1388;766
9631;1292;1030;2339
9632;950;933;828
9633;2042;3540;4502
9634;1902;1902;375
9635;60;1881;2195
9636;1134;1028;172
9637;136;8098;1236
9638;3315;3230;874
9639;3817;6015;227
9640;1059;1179;571
9641;4267;407;3240
9642;2134;1028;5362
9643;707;19633;8087
9644;1795;2092;669
9645;5984;155;622
9646;1310;7226;5314
9647;422;3062;1515
9648;334;3246;821
9649;970;3470;374
9650;2324;451;3473
9651;1021;256;1973
9652;1243;497;1456
9653;441;1805;1006
9654;2300;1624;4563
9655;461;56;700
9656;2181;1236;1096
9657;3252;171;7919
9658;2092;507;758
9659;12223;6657;696
9660;3064;711;3293
9661;2269;759;361
9662;7596;1703;660
9663;1275;6045;3999
9664;435;3145;2004
9665;402;5391;14479
9666;4561;211;482
9667;1055;1732;577
9668;2437;1376;11840
9669;5206;11671;1015
9670;1341;2941;485
9671;3343;8798;4053
9672;92;5256;617
9673;577;7042;4276
9674;3035;8704;4537
9675;330;3090;3391
9676;6829;1138;4460
9677;2103;1784;4028
9678;483;4473;1007
9679;437;2217;1492
9680;5008;1858;1978
9681;1275;977;2112
9682;8242;2870;1636
9683;4024;427;471
9684;8131;416;10502
9685;4661;24070;6933
9686;1191;4008;2526
9687;457;11553;561
9688;704;1719;221
9689;1202;6571;841
9690;420;196;2862
9691;121;639;3178
9692;4490;6917;434
9693;2209;1091;11580
9694;1420;703;1397
9695;8361;19666;1013
9696;1256;384;790
9697;6155;1967;3973
9698;4104;2181;337
9699;1662;1871;3230
9700;225;3481;1702
9701;675;1318;5357
9702;2249;5388;386
9703;1414;6297;366
9704;1003;4081;301
9705;10263;1569;3560
9706;985;869;213
9707;6362;1733;143
9708;9003;7785;263
9709;780;295;3675
9710;5171;8859;2206
9711;660;1961;1058
9712;159;443;1367
9713;2960;403;1136
9714;2475;3295;67
9715;4517;250;12001
9716;3567;8861;2352
9717;1420;2645;462
9718;2065;2033;618
9719;4427;1025;563
9720;803;2362;5201
9721;565;1134;956
9722;3099;2926;484
9723;2962;380;1544
9724;1344;3425;597
9725;2027;2434;1350
9726;2363;1518;3847
9727;1472;6101;5081
9728;652;561;1119
9729;2925;3566;9094
9730;1267;2255;314
9731;936;1078;4661
9732;1667;4047;920
9733;2040;615;559
9734;1123;856;170
9735;3067;2758;2031
9736;4923;6509;3021
9737;1617;3331;729
9738;481;2794;2563
9739;4276;446;4864
9740;1801;1996;533
9741;2095;3192;3481
9742;2199;1680;905
9743;912;233;393
9744;561;1828;4881
9745;5558;1467;500
9746;3996;1071;1160
9747;411;789;908
9748;770;2043;447
9749;3326;4637;8394
9750;1942;818;1634
9751;2739;1442;473
9752;816;6959;979
9753;718;2075;1439
9754;902;12547;896
9755;1841;1660;1977
9756;1842;1425;1551
9757;2694;2625;962
9758;314;349;1796
9759;2106;3813;1032
9760;6666;6170;853
9761;74;2345;11583
9762;2685;1273;2742
9763;2043;1807;502
9764;2461;850;1784
9765;184;1086;900
9766;4010;692;2926
9767;284;510;2541
9768;880;4728;2711
9769;899;370;956
9770;2440;10124;213
9771;399;1744;759
9772;1915;171;274
9773;3355;2183;4555
9774;186;13129;3685
9775;3144;3036;5924
9776;5331;11457;4893
9777;1448;404;3587
9778;2490;499;365
9779;180;6593;2592
9780;12254;4856;5400
9781;2861;2986;197
9782;433;2771;5535
9783;6230;377;393
9784;265;1519;448
9785;217;6834;2574
9786;14325;7939;3158
9787;397;1438;3797
9788;501;4539;732
9789;3769;7654;680
9790;16992;5257;1698
9791;519;2954;542
9792;1236;1032;2990
9793;887;684;75
9794;6938;13687;361
9795;658;232;1601
9796;986;159;1083
9797;1596;707;535
9798;40;8085;1618
9799;1742;932;226
9800;530;1466;412
9801;5744;1939;918
9802;1285;2473;1062
9803;2814;814;3468
9804;7541;2328;1282
9805;40;2236;325
9806;315;1792;2892
9807;7298;2201;8123
9808;2112;1175;2118
9809;2150;100;49
9810;1026;161;4244
9811;297;280;398
9812;208;1911;167
9813;742;816;2330
9814;300;3272;5820
9815;3016;1842;5816
9816;1155;4859;665
9817;4743;6429;3354
9818;398;105;1110
9819;4929;376;1698
9820;655;552;1562
9821;468;5996;4333
9822;1779;1206;2439
9823;1900;2029;828
9824;347;3301;1368
9825;1540;1035;83
9826;3553;4729;1361
9827;4628;15156;2158
9828;322;1470;98
9829;902;464;6378
9830;532;6577;785
9831;1326;1850;599
9832;2888;773;1311
9833;6091;127;1201
9834;3664;640;4306
9835;6555;3439;3192
9836;276;1915;2738
9837;267;1047;4630
9838;829;1261;2227
9839;781;1239;2410
9840;798;3055;475
9841;1988;536;1006
9842;626;4657;4089
9843;3196;5439;488
9844;1319;2207;98
9845;4093;453;1863
9846;421;2380;5852
9847;5372;1452;2983
9848;655;1243;423
9849;688;391;150
9850;2583;3234;126
9851;1016;210;2233
9852;1412;552;8943
9853;1341;3759;3379
9854;1395;2501;2718
9855;2106;1525;2547
9856;51;696;1443
9857;1137;2362;2924
9858;726;1837;212
9859;814;4028;970
9860;1455;414;54
9861;13072;3594;1056
9862;1266;677;343
9863;1334;1726;284
9864;553;612;181
9865;1653;1723;149
9866;800;1445;2564
9867;2730;485;1977
9868;268;5220;3817
9869;10949;4338;1055
9870;223;307;16268
9871;450;127;1262
9872;1577;219;1606
9873;1319;396;29
9874;982;4456;1073
9875;559;881;3177
9876;1227;1355;2641
9877;3376;1846;646
9878;817;2774;323
9879;7622;3488;1877
9880;4253;8619;1257
9881;1265;216;1275
9882;1525;4391;3606
9883;3497;3262;3739
9884;205;1600;76
9885;1406;4377;178
9886;438;383;444
9887;339;3217;1689
9888;641;5589;2539
9889;923;1048;338
9890;207;2108;806
9891;58;1755;29
9892;594;689;2273
9893;5157;5739;2518
9894;1299;1226;813
9895;171;1111;373
9896;1071;1685;2883
9897;1001;2282;2442
9898;756;4631;1534
9899;307;294;241
9900;1562;12689;6106
9901;2464;1009;1130
9902;5326;2318;952
9903;132;1199;991
9904;2637;2292;810
9905;860;77;1431
9906;780;5304;1994
9907;70;3056;1430
9908;670;3943;302
9909;1818;6472;3143
9910;4772;585;6655
9911;108;1503;1378
9912;1630;1518;961
9913;264;294;3003
9914;1183;5959;565
9915;4617;854;1633
9916;3021;1477;2286
9917;4319;4814;988
9918;2138;96;1436
9919;1912;6466;1031
9920;201;2838;434
9921;2629;595;1786
9922;3547;2327;9823
