;RLS-R2;EA2;pmut3.25
1362;2499;14385;385
1363;3037;3762;3019
1364;4160;322;2404
1365;574;621;172
1366;1828;6455;507
1367;1364;5845;2114
1368;2262;622;261
1369;2949;5624;138
1370;964;330;490
1371;1714;504;181
1372;1471;309;1159
1373;998;8424;2381
1374;2906;2687;4407
1375;2185;4604;13795
1376;1528;1111;3255
1377;341;3744;1129
1378;3546;7059;1810
1379;5000;1174;3255
1380;231;1187;564
1381;1409;477;4877
1382;603;3316;2201
1383;3487;1865;2184
1384;349;805;2105
1385;326;2255;1525
1386;517;1058;380
1387;234;2879;3487
1388;6673;9471;4572
1389;309;6889;1955
1390;938;2630;531
1391;752;6344;7107
1392;6523;8347;482
1393;434;1915;3449
1394;6252;4623;1738
1395;530;238;4408
1396;442;3303;3666
1397;1769;121;276
1398;1543;5425;756
1399;327;4165;3587
1400;817;14202;769
1401;452;515;1643
1402;507;462;2432
1403;1167;1273;655
1404;6192;9982;2207
1405;842;6071;8405
1406;815;1645;3606
1407;6160;2501;3371
1408;709;3249;3382
1409;1576;1387;4393
1410;507;7215;647
1411;475;1914;1118
1412;2096;2507;1029
1413;1331;5210;17539
1414;2802;2035;4506
1415;1282;1398;3477
1416;7537;2484;2713
1417;4640;1110;454
1418;998;2656;7284
1419;312;141;628
1420;2745;1893;1089
1421;322;5248;731
1422;3240;1069;945
1423;336;4124;2663
1424;2026;466;2842
1425;2319;331;782
1426;825;3080;1298
1427;1557;653;2230
1428;2544;6462;2459
1429;787;258;2050
1430;3405;3489;2984
1431;909;1222;993
1432;1866;300;1027
1433;31;7424;2101
1434;2091;830;576
1435;255;6587;11139
1436;2983;671;3707
1437;215;337;2399
1438;10052;1163;2453
1439;3177;2845;1797
1440;6373;23474;2647
1441;5493;2358;2631
1442;2382;2475;968
1443;1438;3456;3107
1444;3933;2447;452
1445;1470;524;852
1446;3582;2810;859
1447;1995;563;931
1448;845;9394;303
1449;928;19738;1577
1450;688;572;124
1451;638;5101;1859
1452;434;225;1121
1453;483;8660;7427
1454;2514;9142;656
1455;536;3212;1255
1456;2124;2946;3164
1457;4868;3901;461
1458;920;528;1318
1459;725;147;724
1460;4932;24579;3632
1461;372;367;5078
1462;464;2949;354
1463;327;61;818
1464;1448;2418;5400
1465;196;1977;357
1466;1059;5663;4063
1467;3665;1449;2617
1468;2368;605;3718
1469;2356;4034;5723
1470;461;1197;227
1471;550;2046;4553
1472;819;420;227
1473;2408;7255;740
1474;263;4972;397
1475;758;2104;280
1476;1497;2152;5828
1477;4554;454;2363
1478;1783;2065;2857
1479;2330;3819;3095
1480;1625;1122;3944
1481;17463;188;2123
1482;1152;4870;4527
1483;1043;3022;1794
1484;283;129;464
1485;1540;1193;984
1486;2557;744;3761
1487;3003;7534;820
1488;255;3043;917
1489;6624;713;3686
1490;736;11018;4427
1491;809;1973;770
1492;1930;2600;258
1493;862;4831;505
1494;697;173;1497
1495;2678;1237;8217
1496;2204;3216;2249
1497;1234;11066;94
1498;544;130;1656
1499;2303;2254;5005
1500;285;5507;2174
1501;10997;1699;6402
1502;1467;2290;777
1503;4421;11760;1606
1504;1137;733;30542
1505;1123;4810;3382
1506;5835;3500;1511
1507;6741;386;306
1508;952;7269;942
1509;11487;9224;5543
1510;412;516;1643
1511;1565;1411;992
1512;1483;3562;4339
1513;4308;1581;531
1514;296;1680;1030
1515;813;982;87
1516;1220;1618;1414
1517;399;746;9892
1518;4014;2267;832
1519;2169;369;2026
1520;2444;3146;326
1521;2469;1029;4592
1522;482;210;1369
1523;670;1000;123
1524;615;789;2924
1525;518;2358;956
1526;860;1921;1645
1527;1885;187;3797
1528;309;591;221
1529;443;4427;4213
1530;4260;402;2963
1531;1100;2009;394
1532;4131;2343;5540
1533;3400;2597;2057
1534;5269;4994;742
1535;945;9214;1591
1536;152;3073;991
1537;2177;6866;2782
1538;960;658;2124
1539;2626;489;6797
1540;210;14427;2899
1541;3126;2980;5507
1542;2509;748;4869
1543;1547;302;10830
1544;196;1105;3547
1545;1206;398;298
1546;405;406;1493
1547;146;911;264
1548;1816;427;4471
1549;901;3461;3920
1550;2777;3586;281
1551;509;6864;4447
1552;1901;3508;1716
1553;1216;4009;730
1554;1782;1315;5101
1555;613;2948;175
1556;216;380;2056
1557;1170;6865;1441
1558;917;1211;1410
1559;381;128;3924
1560;3748;1702;1485
1561;3923;1498;1789
1562;261;2684;1921
1563;488;2817;6294
1564;4578;1348;406
1565;469;4398;3137
1566;2606;2659;1483
1567;1071;1311;1860
1568;2810;2521;208
1569;2016;352;4352
1570;7051;2243;1827
1571;2617;3408;2262
1572;246;3142;227
1573;1437;3869;4252
1574;3834;1547;104
1575;2326;22673;3632
1576;563;4962;939
1577;2235;13059;321
1578;139;972;3298
1579;895;2085;1009
1580;14487;831;5612
1581;3103;10437;1218
1582;5808;1556;1526
1583;1468;4446;899
1584;1321;13633;1353
1585;394;4427;1639
1586;1228;6309;7689
1587;383;3192;860
1588;4752;1902;674
1589;1814;1714;3129
1590;1989;11738;13668
1591;197;3258;511
1592;1067;5257;4288
1593;3574;2580;789
1594;1104;704;4899
1595;766;711;2806
1596;2066;5134;926
1597;4426;2888;889
1598;2277;408;1791
1599;516;506;635
1600;6509;1332;350
1601;402;8150;629
1602;722;1735;1488
1603;831;2040;3272
1604;1816;968;361
1605;1303;1499;1470
1606;7988;2555;2942
1607;537;335;649
1608;2398;3336;4474
1609;61;382;1447
1610;7577;3070;2246
1611;4156;8927;2641
1612;5330;4313;18224
1613;2869;1119;289
1614;708;9136;704
1615;2133;1027;303
1616;450;592;1911
1617;598;1765;4984
1618;4468;4702;2439
1619;1358;2337;305
1620;243;4221;2150
1621;1767;1963;188
1622;129;1007;1262
1623;3348;371;3352
1624;172;4176;1694
1625;344;165;4804
1626;2444;2547;12185
1627;90;2305;517
1628;3667;3099;1876
1629;2178;465;218
1630;271;474;3384
1631;1334;748;289
1632;157;1773;1919
1633;3136;5001;1404
1634;5965;2814;1461
1635;445;6113;522
1636;1710;1560;615
1637;2075;3462;197
1638;1979;5677;1294
1639;2994;1999;5557
1640;5317;3354;76
1641;1822;6033;2513
1642;11517;7215;5598
1643;248;2793;3450
1644;1570;867;1492
1645;595;1164;838
1646;1153;3620;624
1647;6143;15690;4869
1648;1027;345;1102
1649;184;446;309
1650;622;657;197
1651;583;1114;1513
1652;2320;6034;518
1653;240;2305;1167
1654;2616;838;1610
1655;10163;3663;1132
1656;1699;3788;843
1657;1729;4878;1546
1658;445;4729;610
1659;2069;4990;3309
1660;2276;295;2297
1661;4869;4720;3725
1662;299;440;491
1663;434;801;2927
1664;2857;944;342
1665;2257;1214;1418
1666;373;10812;8310
1667;535;855;4043
1668;631;1387;1166
1669;1389;2030;734
1670;502;2310;4095
1671;1786;1335;1192
1672;7350;2758;519
1673;465;1997;2068
1674;2170;6588;746
1675;3095;221;166
1676;3186;2505;750
1677;3670;939;6107
1678;2421;2554;2376
1679;469;1355;570
1680;1173;4820;2569
1681;620;2717;2242
1682;2292;1118;1645
1683;1195;2444;2090
1684;765;711;795
1685;1457;936;170
1686;3202;2062;2182
1687;288;3640;3618
1688;2577;10081;4485
1689;2974;1689;2836
1690;581;1325;489
1691;2251;1424;1641
1692;571;13033;2338
1693;299;637;426
1694;5083;1988;591
1695;6929;3266;3270
1696;8048;4341;1148
1697;5458;8126;1224
1698;1461;2537;87
1699;6391;2815;781
1700;6302;4032;1290
1701;3136;6452;4880
1702;2742;11304;7415
1703;1496;3396;2071
1704;1124;7107;1747
1705;1362;548;1126
1706;3215;390;7229
1707;573;2224;1209
1708;4571;3351;563
1709;56;2130;560
1710;2465;364;342
1711;8123;8382;16530
1712;1341;2370;8950
1713;1179;4747;3009
1714;834;2175;3807
1715;1055;13672;4316
1716;4354;1799;1821
1717;582;1949;981
1718;659;4452;3232
1719;334;2941;23129
1720;3172;6366;513
1721;590;451;692
1722;2234;773;7252
1723;1657;560;3628
1724;1504;14330;2408
1725;2551;4361;137
1726;3290;11099;5016
1727;774;1648;695
1728;3161;77;1248
1729;2056;217;2321
1730;272;1509;5097
1731;1832;6044;991
1732;1312;1878;1767
1733;3067;938;1196
1734;326;2120;1460
1735;736;279;3821
1736;2222;2421;3528
1737;638;4016;129
1738;1103;6477;329
1739;1776;9847;6674
1740;239;2415;6272
1741;1635;3024;910
1742;665;1064;7870
1743;5302;1220;7138
1744;3678;492;716
1745;2173;2497;4689
1746;182;420;436
1747;3013;2013;3963
1748;118;6009;3963
1749;391;1993;5685
1750;1725;1177;1184
1751;458;640;2047
1752;1312;1559;485
1753;660;3737;5091
1754;849;1841;542
1755;504;3898;1884
1756;163;1968;3867
1757;561;2791;1162
1758;537;2143;930
1759;2297;2986;236
1760;443;275;1627
1761;283;187;90
1762;74;1334;1595
1763;1296;269;4081
1764;1951;1688;583
1765;1288;184;250
1766;1488;158;700
1767;1551;1762;1334
1768;2909;3734;3478
1769;384;2557;793
1770;189;3005;3367
1771;2098;688;514
1772;362;13840;6585
1773;1694;808;801
1774;2660;7228;5445
1775;255;1022;1573
1776;795;7551;2637
1777;245;428;1639
1778;11687;3104;6490
1779;918;1678;4303
1780;1471;656;902
1781;1799;1018;262
1782;362;455;2459
1783;3832;6783;74
1784;523;1873;444
1785;467;4033;4530
1786;2610;5489;26844
1787;221;2505;1294
1788;989;4875;5148
1789;1823;1722;899
1790;263;6661;5028
1791;1951;8360;17410
1792;907;8830;516
1793;5075;3366;3489
1794;863;2224;2704
1795;1257;1649;736
1796;341;2728;2441
1797;2637;1702;7771
1798;324;90;17837
1799;1067;2634;4049
1800;2395;8003;6454
1801;553;4108;3287
1802;4299;694;1115
1803;1211;349;218
1804;446;6263;124
1805;2616;514;2863
1806;592;1452;2074
1807;655;9022;2705
1808;1420;6624;2724
1809;2905;5022;4898
1810;931;1842;1587
1811;1981;6286;37
1812;128;4838;69
1813;946;3859;780
1814;5041;10408;2207
1815;1371;100;333
1816;3570;4499;294
1817;5862;251;10008
1818;2114;5046;728
1819;3360;5725;1523
1820;903;2573;2671
1821;132;3558;1822
1822;725;647;650
1823;413;709;97
1824;346;1692;1322
1825;720;12621;2912
1826;4037;1169;1534
1827;802;2114;926
1828;1067;1424;117
1829;2103;2988;364
1830;1300;2245;844
1831;3650;2547;2776
1832;849;1450;1056
1833;1548;9879;438
1834;194;988;935
1835;3490;7310;482
1836;4391;1339;11850
1837;1682;2285;487
1838;841;1867;465
1839;101;2841;5661
1840;1564;1754;1076
1841;590;1290;5271
1842;2115;13509;1943
1843;1213;2363;3713
1844;2575;872;2366
1845;2206;1849;191
1846;443;1759;582
1847;60;1793;547
1848;190;3227;1104
1849;1769;2956;549
1850;3358;5195;2735
1851;1309;5193;1160
1852;303;9614;2430
1853;622;649;1881
1854;5058;2812;10802
1855;6878;752;3868
1856;363;490;1185
1857;392;5534;190
1858;670;1658;3968
1859;4189;2260;2863
1860;186;763;3013
1861;2081;3734;1438
1862;4441;8889;1168
1863;400;8352;184
1864;298;1042;158
1865;176;4843;8998
1866;4472;1541;1775
1867;5091;3382;3831
1868;454;4939;1983
1869;2583;3896;3071
1870;1260;1294;203
1871;1658;779;115
1872;6975;1686;3049
1873;808;1680;2755
1874;372;555;939
1875;6286;476;429
1876;716;2272;255
1877;1048;1574;532
1878;1467;229;597
1879;5367;848;193
1880;1389;3336;8186
1881;1123;1088;2347
1882;320;1922;267
1883;2201;693;462
1884;536;3322;5836
1885;705;3608;2234
1886;1925;4652;3281
1887;3294;5348;1570
1888;3051;1992;5731
1889;40698;245;873
1890;703;4046;2601
1891;1187;2758;4227
1892;361;139;3828
1893;1007;5856;5223
1894;1985;530;994
1895;2533;1072;1476
1896;1721;557;219
1897;608;307;495
1898;8923;9513;9856
1899;5796;1572;9135
1900;2717;1132;1153
1901;250;337;4548
1902;483;1314;1714
1903;4324;4514;3825
1904;3635;609;4718
1905;1856;6341;306
1906;1266;726;1357
1907;923;895;828
1908;7375;1543;155
1909;5202;359;1057
1910;2298;168;701
1911;2405;269;666
1912;481;91;513
1913;397;883;763
1914;5670;3663;448
1915;2125;1948;145
1916;564;384;861
1917;382;9620;582
1918;82;1015;2282
1919;1085;469;1675
1920;2305;2409;4298
1921;2392;2033;1668
1922;782;969;941
1923;150;2963;1257
1924;2979;1012;660
1925;6760;4575;355
1926;983;1585;3028
1927;147;4736;1815
1928;1215;3859;395
1929;3347;1074;869
1930;5839;2267;2636
1931;908;3007;3319
1932;460;1133;3757
1933;976;364;3180
1934;5224;1066;10359
1935;4956;98;1941
1936;1218;15162;3848
1937;2429;2185;286
1938;181;4846;299
1939;1728;1722;157
1940;1069;792;1956
1941;1278;2423;777
1942;219;2138;36
1943;755;149;2590
1944;37;712;803
1945;5504;234;10855
1946;1535;6280;1070
1947;3165;763;1150
1948;2444;1309;67
1949;919;4491;1234
1950;410;961;541
1951;438;5458;1407
1952;857;4349;1361
1953;430;1082;382
1954;673;2595;1283
1955;82;857;468
1956;6292;8535;5613
1957;2750;197;275
1958;908;987;907
1959;1461;129;538
1960;1380;1831;420
1961;426;553;349
1962;310;1253;3186
1963;607;2125;2374
1964;836;323;76
1965;2301;7629;348
1966;3453;2739;5676
1967;1546;26;1398
1968;162;681;2874
1969;998;1080;957
1970;974;3575;2860
1971;5267;8067;3995
1972;3245;711;14006
1973;380;3170;604
1974;8218;449;374
1975;2831;149;1432
1976;87;785;5399
1977;333;4725;12898
1978;707;2973;2084
1979;1984;3308;346
1980;765;887;1485
1981;1440;1776;5193
1982;1782;3944;1175
1983;1633;7671;320
1984;1219;2801;3594
1985;2229;11917;1234
1986;1816;409;3834
1987;202;363;595
1988;276;2772;386
1989;203;3199;384
1990;4339;10570;1099
1991;533;1885;1976
1992;1670;2368;4360
1993;136;2004;828
1994;602;5581;3727
1995;3698;2035;1240
1996;988;2821;1479
1997;710;4796;2651
1998;1302;1463;530
1999;1131;5275;740
2000;1428;3970;1981
2001;1377;712;1437
2002;3007;3054;610
2003;5211;6694;1669
2004;1399;839;3151
2005;2512;2187;1924
2006;464;869;756
2007;718;514;2694
2008;5008;4026;1236
2009;5883;1057;1505
2010;710;3596;1882
2011;452;1342;2233
2012;1677;3151;1026
2013;288;1411;527
2014;3062;4905;5374
2015;485;137;647
2016;1867;2021;2615
2017;4079;4074;2034
2018;8511;9419;5435
2019;2012;7927;1836
2020;195;1221;744
2021;315;10028;438
2022;568;1131;1671
2023;2816;4235;64
2024;12116;2679;2914
2025;2482;3308;3113
2026;3192;834;162
2027;2595;2154;2874
2028;4205;2963;1579
2029;914;297;3099
2030;1615;1703;2858
2031;275;366;1820
2032;9370;4418;819
2033;443;2236;722
2034;3995;1590;682
2035;6756;12423;1416
2036;1254;1284;4024
2037;1049;12332;11360
2038;469;1783;8974
2039;481;3591;334
2040;2128;579;857
2041;1522;3423;3440
2042;408;3556;250
2043;583;576;219
2044;6366;2876;8175
2045;1298;562;2001
2046;2506;3016;610
2047;1595;723;1008
2048;341;2182;1517
2049;2399;3242;1246
2050;1716;521;1747
2051;2914;167;1421
2052;265;1390;2737
2053;1634;11322;3000
2054;864;740;951
2055;493;6546;198
2056;167;1653;3314
2057;2979;292;5678
2058;1745;377;1998
2059;3224;690;4004
2060;2253;256;7838
2061;400;3301;294
2062;897;3989;113
2063;1248;5775;320
2064;264;241;1828
2065;2618;1737;3806
2066;1165;2688;1305
2067;3083;2011;1771
2068;1826;3107;709
2069;1950;979;3765
2070;2101;861;235
2071;3712;2342;416
2072;205;692;144
2073;2456;6902;640
2074;3269;465;883
2075;183;1409;4359
2076;1157;1727;538
2077;3917;5434;652
2078;1016;582;684
2079;151;2253;1463
2080;735;5512;4664
2081;3030;10411;7388
2082;133;535;469
2083;440;1616;194
2084;745;6978;8955
2085;153;464;1070
2086;1658;1659;3584
2087;1072;109;2896
2088;2689;7307;3047
2089;402;848;1443
2090;670;1616;3415
2091;3875;2696;90
2092;431;1708;543
2093;3083;339;761
2094;978;563;649
2095;1694;6827;125
2096;687;2181;1343
2097;4294;1433;3068
2098;175;1982;15448
2099;3213;157;989
2100;1563;716;228
2101;3356;2261;6977
2102;1889;170;2570
2103;930;1519;996
2104;237;203;3612
2105;1488;574;2308
2106;524;5159;84
2107;7837;101;2207
2108;7242;1108;3937
2109;1280;2888;1926
2110;3736;183;3096
2111;3112;574;4666
2112;150;1032;1000
2113;3357;221;433
2114;3072;6786;1468
2115;2153;3114;1310
2116;3410;452;362
2117;1582;1421;1121
2118;834;1946;501
2119;1513;3826;2562
2120;5709;5094;2973
2121;650;5960;115
2122;3486;7600;8234
2123;444;1187;2776
2124;7319;1167;5610
2125;6961;2834;767
2126;506;1210;1379
2127;786;11789;528
2128;3201;6100;2421
2129;590;3490;447
2130;2672;4712;278
2131;2378;2748;328
2132;5280;411;1937
2133;3948;1725;41
2134;5053;3582;271
2135;2389;10061;11957
2136;2279;1829;4195
2137;456;1733;1019
2138;3099;220;2879
2139;3848;8891;3481
2140;18255;1574;6276
2141;558;1703;1181
2142;2702;311;2257
2143;2762;971;1077
2144;220;147;2441
2145;718;27602;3117
2146;1718;801;1899
2147;781;762;3626
2148;1296;4601;3718
2149;2207;8532;1545
2150;773;1193;3466
2151;7292;10430;5010
2152;2355;8797;2588
2153;3739;9245;4365
2154;3113;2456;1349
2155;11990;902;1570
2156;1836;17176;3193
2157;1040;2699;267
2158;1612;4814;2823
2159;123;980;1366
2160;800;1342;2989
2161;640;1835;577
2162;691;8105;1608
2163;5341;2840;11787
2164;5696;2144;2360
2165;467;1295;1473
2166;1452;9192;2191
2167;4556;1028;502
2168;1566;1426;666
2169;1155;2091;435
2170;441;3722;2841
2171;1111;184;2506
2172;4219;927;19846
2173;3099;2969;1292
2174;2778;3241;1837
2175;1568;9175;345
2176;1163;5626;4383
2177;2178;1177;4394
2178;695;1563;594
2179;513;1425;411
2180;959;532;2197
2181;4220;816;650
2182;82;2162;358
2183;2470;2354;1339
2184;685;800;2407
2185;4898;2010;2805
2186;1651;444;1188
2187;3535;1347;3589
2188;824;879;193
2189;10943;2759;3086
2190;1187;670;12609
2191;1027;872;2286
2192;6128;1539;778
2193;474;6787;2474
2194;14108;608;1725
2195;2403;878;449
2196;4643;2731;2679
2197;2299;95;1902
2198;5362;1956;3849
2199;3094;7109;1033
2200;5921;2144;2204
2201;1317;3189;930
2202;3426;384;434
2203;5370;13376;1470
2204;6676;911;1500
2205;1981;1272;1301
2206;1826;68;1377
2207;4147;2154;2419
2208;9417;3917;3344
2209;1424;4647;5287
2210;1876;2538;4627
2211;983;1214;8931
2212;563;4785;322
2213;2666;1460;6322
2214;3696;13709;3550
2215;1450;334;3276
2216;334;245;299
2217;1988;4733;8100
2218;7488;3552;1901
2219;148;2655;2287
2220;6431;19357;3572
2221;1595;416;468
2222;7305;1670;1755
2223;163;2791;659
2224;869;2729;361
2225;1172;6950;1685
2226;1832;4750;134
2227;237;2414;3680
2228;2958;2596;102
2229;1818;12991;28302
2230;559;3296;677
2231;3089;3499;4501
2232;3984;1506;1961
2233;809;1316;624
2234;1869;7748;3059
2235;1397;4497;1678
2236;981;1060;3824
2237;220;3474;359
2238;1485;405;1325
2239;748;3220;336
2240;1269;3480;197
2241;999;3530;4512
2242;2078;4617;4681
2243;1460;177;335
2244;708;4533;670
2245;995;3032;32307
2246;7403;14564;1067
2247;221;282;1255
2248;898;23;4274
2249;5003;742;1302
2250;6159;5910;407
2251;822;3337;1884
2252;525;8450;8257
2253;659;760;2601
2254;7651;252;3663
2255;2950;2982;2465
2256;969;2542;1525
2257;3922;7677;769
2258;3804;997;1825
2259;1291;2602;501
2260;1265;11298;298
2261;342;1333;4941
2262;12272;7428;1844
2263;3938;294;108
2264;1010;1333;2368
2265;3295;237;2632
2266;344;2546;3254
2267;18;1928;394
2268;2161;7083;1478
2269;2125;2262;3047
2270;299;5126;6335
2271;2093;5026;532
2272;2979;1664;3494
2273;5110;193;1095
2274;282;277;515
2275;676;1442;3419
2276;2184;2975;1092
2277;2785;3692;2918
2278;1366;352;3121
2279;1579;1138;91
2280;10986;7669;157
2281;21587;2792;2008
2282;1796;1368;988
2283;386;447;1116
2284;2306;493;1016
2285;206;848;853
2286;5961;1613;1070
2287;576;4429;189
2288;503;2461;1502
2289;1149;469;1071
2290;4100;4725;7718
2291;1651;5918;6214
2292;1924;4326;509
2293;858;2220;504
2294;1031;1589;756
2295;623;2965;1063
2296;2105;1767;3081
2297;5699;3807;3724
2298;7609;502;2439
2299;1075;11570;1066
2300;1438;3803;433
2301;2100;392;2231
2302;2801;581;581
2303;912;3100;516
2304;1400;4976;1699
2305;2352;2998;357
2306;61;9575;277
2307;527;6085;3839
2308;7665;168;575
2309;638;1134;781
2310;275;19201;2496
2311;263;770;2882
2312;9858;2240;304
2313;299;1732;1804
2314;1484;1241;1021
2315;262;305;332
2316;6875;5505;1493
2317;2004;1433;922
2318;777;11730;2525
2319;279;1114;872
2320;4036;6547;3040
2321;296;607;109
2322;5784;2127;3263
2323;227;6275;192
2324;2707;3830;6818
2325;439;1180;488
2326;1038;2128;937
2327;10628;1494;126
2328;3581;3282;986
2329;92;347;126
2330;979;1368;500
2331;2688;1017;1753
2332;1575;782;1507
2333;3048;8461;4992
2334;6424;16899;5309
2335;1088;10447;558
2336;2187;2144;3445
2337;5107;5106;1613
2338;1567;843;2369
2339;969;7910;2264
2340;3031;6552;3345
2341;2984;22255;2146
2342;2198;4988;4471
2343;3253;756;385
2344;643;746;3085
2345;353;191;5783
2346;1782;164;1127
2347;3840;535;300
2348;774;434;329
2349;1153;3574;123
2350;350;3124;285
2351;1325;8326;538
2352;595;2164;462
2353;383;3941;8373
2354;1369;714;236
2355;655;5676;1552
2356;4066;3315;1081
2357;1870;4706;1095
2358;3581;12616;6811
2359;2270;10757;936
2360;275;1434;1366
2361;626;2290;1053
2362;4754;2533;292
2363;1713;230;3037
2364;142;2300;180
2365;2838;105;4028
2366;4820;6047;1619
2367;887;1914;688
2368;3748;8750;1208
2369;11828;2129;1261
2370;377;758;7101
2371;951;2420;2183
2372;2578;4073;2045
2373;1965;2415;1118
2374;1962;67;2178
2375;1693;1399;5213
2376;4557;3316;5091
2377;1950;2619;996
2378;778;923;4332
2379;920;374;1891
2380;154;1944;146
2381;908;716;4311
2382;1785;329;490
2383;5530;3194;2241
2384;1680;1923;2089
2385;3410;910;1447
2386;378;493;13511
2387;6777;6534;3224
2388;594;3409;6420
2389;1589;3178;731
2390;394;1675;5289
2391;1557;3602;315
2392;1463;791;3974
2393;728;586;1650
2394;167;511;1251
2395;162;2032;8178
2396;1072;1816;320
2397;216;3560;2355
2398;3684;4033;485
2399;1104;4988;1392
2400;2216;2182;166
2401;383;305;4326
2402;7992;649;4416
2403;2974;365;1541
2404;1016;10805;1585
2405;768;5675;2059
2406;2616;5404;9379
2407;991;805;12037
2408;583;1058;3672
2409;2701;4364;2154
2410;2157;24031;493
2411;2764;1235;1513
2412;71;558;782
2413;1545;4290;627
2414;1072;2227;459
2415;229;2450;225
2416;129;448;642
2417;511;2633;334
2418;557;488;1862
2419;4348;1008;4378
2420;4358;1107;4151
2421;1014;1339;648
2422;257;1339;2105
2423;1543;598;1554
