;RLS;RLS-N2;RLS-N3;RLS-N4;RLS-R2;RLS-R3;RLS-R4
317;94925;fail;fail;fail;199923;227567;538294
318;88526;fail;fail;fail;159526;239481;311622
319;91735;fail;fail;fail;150946;221340;337765
320;88928;fail;fail;fail;160633;226190;375334
321;106110;fail;fail;fail;116787;221383;303537
322;94739;fail;fail;fail;178534;272756;361135
323;93212;fail;fail;fail;171355;270748;290508
324;91676;fail;fail;fail;135433;223617;527942
325;100817;fail;fail;fail;180350;248013;285029
326;93382;fail;fail;fail;185404;270252;290929
327;74072;fail;fail;fail;186164;235409;288681
328;91050;fail;fail;fail;251048;247545;277105
329;111451;fail;fail;fail;158501;249321;395134
330;111999;fail;fail;fail;130795;231676;250167
331;70552;fail;fail;fail;163784;254744;383882
332;99703;fail;fail;fail;150018;205027;253800
333;103139;fail;fail;fail;193251;239533;268962
334;82598;fail;fail;fail;149751;251516;358308
335;80635;fail;fail;fail;136435;191107;377791
336;80948;fail;fail;fail;157508;248250;347390
337;80224;fail;fail;fail;191176;213454;457553
338;83465;fail;fail;fail;147795;240711;297900
339;109494;fail;fail;fail;191790;227093;392107
340;89296;fail;fail;fail;167995;217318;327385
341;84878;fail;fail;fail;192410;230902;357998
342;76795;fail;fail;fail;136152;174751;263896
343;102841;fail;fail;fail;150164;226159;405428
344;79486;fail;fail;fail;137237;229731;260808
345;75867;fail;fail;fail;171760;238268;302765
346;82719;fail;fail;fail;240168;302156;276464
347;100351;fail;fail;fail;143754;216988;299392
348;80933;fail;fail;fail;170632;275139;265093
349;77074;fail;fail;fail;147331;249353;260535
350;79452;fail;fail;fail;134172;238584;328884
351;88314;fail;fail;fail;171553;251102;228616
352;114489;fail;fail;fail;204018;263303;266102
353;85616;fail;fail;fail;128319;188241;319767
354;93094;fail;fail;fail;150286;367415;323996
355;78587;fail;fail;fail;173144;253297;390403
356;93272;fail;fail;fail;155201;215430;331317
357;76349;fail;fail;fail;165928;275818;330791
358;77558;fail;fail;fail;171949;244204;284972
359;105852;fail;fail;fail;213421;241825;267140
360;95003;fail;fail;fail;167898;190903;318345
361;101929;fail;fail;fail;173069;365996;275700
362;94419;fail;fail;fail;152771;214699;329114
363;87972;fail;fail;fail;188003;258230;328961
364;79419;fail;fail;fail;163912;213503;291568
365;81824;fail;fail;fail;193295;211515;237214
366;105009;fail;fail;fail;165896;219335;461636
367;117045;fail;fail;fail;158272;169980;321539
368;84600;fail;fail;fail;163357;246895;276687
369;83741;fail;fail;fail;170435;195887;247902
370;84189;fail;fail;fail;138039;220306;306179
371;81214;fail;fail;fail;187712;264535;223181
372;99499;fail;fail;fail;175543;263642;314317
373;104128;fail;fail;fail;216966;237585;287076
374;104905;fail;fail;fail;145220;287425;303580
375;110194;fail;fail;fail;177158;275813;250425
376;100359;fail;fail;fail;140685;228728;264209
377;83935;fail;fail;fail;186551;231607;301111
378;115907;fail;fail;fail;181976;256079;392427
379;94184;fail;fail;fail;182322;289306;330294
380;99541;fail;fail;fail;203134;219322;270836
381;70580;fail;fail;fail;153732;280895;255738
382;96548;fail;fail;fail;243168;210023;225744
383;93265;fail;fail;fail;162154;193055;301778
384;91085;fail;fail;fail;251436;297512;270834
385;95161;fail;fail;fail;149054;216042;347923
386;78570;fail;fail;fail;172776;229137;327086
387;86750;fail;fail;fail;151236;233946;580816
388;84016;fail;fail;fail;135155;238305;249909
389;98915;fail;fail;fail;140436;223241;357791
390;87302;fail;fail;fail;147449;194097;278892
391;82727;fail;fail;fail;151341;238782;324221
392;82289;fail;fail;fail;142025;217393;306725
393;90988;fail;fail;fail;167239;230871;302220
394;93387;fail;fail;fail;171556;190762;314541
395;117693;fail;fail;fail;149841;208194;377408
396;77202;fail;fail;fail;151181;208359;350367
397;85948;fail;fail;fail;156445;290599;295661
398;88839;fail;fail;fail;150531;225439;269491
399;94283;fail;fail;fail;178112;353066;302539
400;74131;fail;fail;fail;162147;337374;314323
401;79689;fail;fail;fail;170521;249325;328201
402;101160;fail;fail;fail;199301;242876;347098
403;104566;fail;fail;fail;249854;288712;286844
404;76130;fail;fail;fail;160757;210565;321929
405;97186;fail;fail;fail;148632;326445;250969
406;95565;fail;fail;fail;188763;205766;384815
407;89418;fail;fail;fail;134515;239890;364283
408;83963;fail;fail;fail;141471;225440;271626
409;88433;fail;fail;fail;193775;244407;287936
410;75938;fail;fail;fail;173856;267078;286291
411;92027;fail;fail;fail;185413;209107;498759
412;116236;fail;fail;fail;132882;207085;354064
413;83278;fail;fail;fail;189066;214541;320175
414;91109;fail;fail;fail;214753;246795;269149
415;72317;fail;fail;fail;134445;268474;253856
416;82539;fail;fail;fail;170754;250487;372420
417;78261;fail;fail;fail;142146;224371;334583
418;77031;fail;fail;fail;220013;228861;254772
419;109689;fail;fail;fail;144160;180362;299506
420;86007;fail;fail;fail;196434;181103;351526
421;94207;fail;fail;fail;138179;204571;405493
422;84097;fail;fail;fail;184311;244927;275255
423;81775;fail;fail;fail;146799;214157;284914
424;86859;fail;fail;fail;162318;210116;311620
425;77696;fail;fail;fail;180128;227838;283010
426;113292;fail;fail;fail;184705;245822;369217
427;84990;fail;fail;fail;221228;231951;267218
428;71308;fail;fail;fail;163118;206159;253640
429;92978;fail;fail;fail;218104;186581;409325
430;97486;fail;fail;fail;225267;229076;323784
431;90918;fail;fail;fail;172163;292090;310679
432;92087;fail;fail;fail;205318;208042;343786
433;90799;fail;fail;fail;213997;220775;263583
434;82017;fail;fail;fail;258092;234261;337853
435;69384;fail;fail;fail;167901;198391;251103
436;104619;fail;fail;fail;156221;313099;273506
437;78544;fail;fail;fail;208990;208809;328458
438;85623;fail;fail;fail;183530;236337;274095
439;77263;fail;fail;fail;163248;178682;323653
440;83797;fail;fail;fail;166110;202946;259599
441;87032;fail;fail;fail;178105;203596;346101
442;73270;fail;fail;fail;177268;195921;465532
443;83528;fail;fail;fail;165347;212474;329927
444;92289;fail;fail;fail;160759;249669;314098
445;102325;fail;fail;fail;261324;240086;346510
446;97768;fail;fail;fail;134159;181707;314834
447;94913;fail;fail;fail;147448;318971;308795
448;79604;fail;fail;fail;186269;202012;312249
449;74731;fail;fail;fail;140013;316288;317669
450;85691;fail;fail;fail;168588;263811;288067
451;102665;fail;fail;fail;180441;216255;343367
452;85581;fail;fail;fail;179470;234580;296744
453;77885;fail;fail;fail;136386;275840;399913
454;66378;fail;fail;fail;212058;196306;275310
455;83150;fail;fail;fail;140470;248334;261801
456;75811;fail;fail;fail;142514;309533;354977
457;71003;fail;fail;fail;179522;207807;243128
458;91531;fail;fail;fail;213014;260279;244464
459;78251;fail;fail;fail;138328;236630;297609
460;97274;fail;fail;fail;162400;228573;302511
461;89752;fail;fail;fail;159599;227415;258013
462;91178;fail;fail;fail;140809;266259;251957
463;103835;fail;fail;fail;148705;201231;333330
464;95703;fail;fail;fail;161273;214553;273890
465;122682;fail;fail;fail;145727;205475;336265
466;90061;fail;fail;fail;156785;405151;335772
467;78209;fail;fail;fail;158613;193438;342872
468;71381;fail;fail;fail;171977;189628;315396
469;85504;fail;fail;fail;183521;236169;317980
470;91539;fail;fail;fail;169899;187964;292002
471;73795;fail;fail;fail;151894;217668;275109
472;86310;fail;fail;fail;163576;313101;236997
473;98603;fail;fail;fail;182263;179576;259200
474;74799;fail;fail;fail;188499;275977;255801
475;74551;fail;fail;fail;227198;188567;317238
476;74990;fail;fail;fail;154463;224032;251968
477;90036;fail;fail;fail;143764;221158;397240
478;95880;fail;fail;fail;181135;194528;350893
479;82921;fail;fail;fail;158467;224578;377343
480;83030;fail;fail;fail;199277;240133;327436
481;74602;fail;fail;fail;140783;268473;286015
482;85237;fail;fail;fail;148495;230970;267660
483;100831;fail;fail;fail;165541;196233;365344
484;85888;fail;fail;fail;156713;223431;227383
485;101599;fail;fail;fail;225385;219772;227589
486;101976;fail;fail;fail;179836;248359;208097
487;82403;fail;fail;fail;172329;234158;239066
488;85218;fail;fail;fail;115259;260044;328623
489;86183;fail;fail;fail;149645;250574;297538
490;87722;fail;fail;fail;141568;234721;322726
491;100626;fail;fail;fail;162896;301629;246928
492;70298;fail;fail;fail;153235;260948;309056
493;128026;fail;fail;fail;179801;246751;381199
494;97568;fail;fail;fail;130476;278792;314591
495;75991;fail;fail;fail;149434;211872;317176
496;101002;fail;fail;fail;204588;260757;367672
497;84945;fail;fail;fail;150835;217585;320390
498;83321;fail;fail;fail;182156;173788;331941
