;pmut1.25;pmut1.5;pmut1.75;pmut2.0;pmut2.25;pmut2.5;pmut2.75;pmut3.0;pmut3.25
413;628738;361513;314095;266186;292490;204146;149771;135108;168370
414;747641;365223;256426;282841;187304;167857;176696;139302;145807
415;745235;325317;376332;217528;182419;155750;176076;132461;148542
416;757684;436383;298190;303823;189940;172691;162489;140994;134171
417;791735;504227;259878;241227;172794;166973;166785;134173;126512
418;730574;581330;329405;208373;284859;221443;165046;129067;143272
419;619249;361124;329785;195073;210445;188126;190448;162040;124372
420;571683;594677;346345;222832;228619;201599;180994;174215;186646
421;687097;358711;313597;246175;190281;185056;186053;121780;137752
422;920879;401619;363419;324649;183997;197717;145024;147529;125782
423;519303;373417;278332;206249;175385;191478;132592;145579;143878
424;674609;365641;296243;253231;181005;196198;173204;121085;163410
425;650231;367347;286632;255291;208722;210365;182934;182419;111012
426;631756;366823;235387;225166;201647;169164;152515;199728;214518
427;909193;407828;398122;256299;221510;173412;212582;146257;193647
428;662568;590299;370984;211935;194853;198566;153983;143421;155887
429;666494;333080;254562;275513;203761;142279;156825;206826;151679
430;592364;422950;278312;221213;177211;166476;223655;153480;147039
431;580550;404595;295215;209948;253253;359104;158484;185607;140611
432;776500;370283;265230;202568;237812;155920;178075;156823;115800
433;687403;292202;307021;247124;229781;166530;171207;135622;138643
434;912189;532772;369492;253961;211584;139303;167871;180358;150151
435;752215;343214;301998;178600;207062;181711;174359;150693;134045
436;799194;320046;334220;351026;216646;153191;170094;148272;247129
437;757551;387765;253127;250622;284399;150642;159595;183947;141523
438;583915;382657;274973;237397;150637;206926;165662;156769;121469
439;797402;433260;355215;249476;163440;188481;161447;126176;170862
440;687327;440533;263786;197167;213496;159576;170781;182264;115594
441;759046;472759;441879;246620;198098;190840;180813;134926;123597
442;687978;418085;255287;227391;214826;185038;153031;154238;129761
443;698435;423429;327331;320930;182925;137436;140514;188733;120306
444;621741;471531;248347;208119;182504;153629;140443;165201;116487
445;809151;482659;308117;218774;219728;185018;207080;167765;145599
446;765787;333523;343049;292699;225066;209031;164731;161305;116745
447;574117;407686;212751;216852;214602;221245;152644;151612;126943
448;618146;637401;341896;216629;258576;147156;196653;162951;107922
449;665899;478446;249509;266400;185222;141183;135021;140382;134468
450;638604;433566;324899;220313;198716;182429;136071;127518;154328
451;581141;359657;281445;260284;201338;153007;167977;187064;147132
452;817721;322439;283308;257736;142699;186086;187738;145436;182601
453;581818;599204;299503;187517;202037;165636;161714;133816;179083
454;785283;334256;268566;267607;193442;141746;215103;135177;119958
455;598955;365626;299966;228340;200115;191044;128438;147694;156576
456;535985;427926;291009;201421;220639;186226;171917;123255;133566
457;700461;418885;362070;222201;212821;193564;211317;151693;160149
458;649044;441881;288297;209544;217250;180358;135998;139765;158947
459;570693;349692;240009;223304;206435;164416;154496;135438;228366
460;588204;344507;276141;242887;195022;187416;151538;229657;154535
461;652724;368724;299902;272498;192672;237713;169464;153579;150567
462;669270;428785;321920;237326;182030;184149;134604;131039;143041
463;581370;418672;320451;333961;166668;207622;174974;137755;130019
464;560868;353721;343806;235103;193961;177435;193932;133052;133785
465;674436;441999;268197;222918;180537;190260;173939;131869;133958
466;737121;442140;265996;284474;212717;222038;121766;160601;131849
